"node_id","parent_id","node_type","band_code","band_title","scene_slug","scene_title","stage_key","stage_title","sort_order","is_published","topic","summary","objective","dialogue_seed","vocabulary_seed","grammar_seed","estimated_minutes","tags","scene_title_en"
"scene:c1-01:stage:argument-development","scene:c1-01","stage","C1","高级（学术 / 专业交流）","c1-01","学术讨论与课堂辩论","argument-development","第 2 关 · 展开论证","2","true","学术讨论与课堂辩论","把观点发展成论点链，而不是只给单一句子答案。","能针对“学术讨论与课堂辩论”给出清晰论点、支撑理由和反面考虑。","围绕“学术讨论与课堂辩论”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“学术讨论与课堂辩论”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|学术讨论与课堂辩论|argument-development","Academic Discussions and Class Debates"
"scene:c1-01:stage:counter-response","scene:c1-01","stage","C1","高级（学术 / 专业交流）","c1-01","学术讨论与课堂辩论","counter-response","第 3 关 · 回应挑战","3","true","学术讨论与课堂辩论","面对质疑时能修正、反驳或重构自己的表达。","能在“学术讨论与课堂辩论”中回应质疑、整合不同观点，并保持表达精确。","围绕“学术讨论与课堂辩论”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“学术讨论与课堂辩论”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|学术讨论与课堂辩论|counter-response","Academic Discussions and Class Debates"
"scene:c1-01:stage:professional-delivery","scene:c1-01","stage","C1","高级（学术 / 专业交流）","c1-01","学术讨论与课堂辩论","professional-delivery","第 4 关 · 专业输出","4","true","学术讨论与课堂辩论","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“学术讨论与课堂辩论”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“学术讨论与课堂辩论”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“学术讨论与课堂辩论”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|学术讨论与课堂辩论|professional-delivery","Academic Discussions and Class Debates"
"scene:c1-02","band:C1","scene","C1","高级（学术 / 专业交流）","c1-02","团队管理与项目沟通","","","2","true","团队管理与项目沟通","高级（学术 / 专业交流） 场景：团队管理与项目沟通","围绕“团队管理与项目沟通”完成从输入、搭建、互动到输出的关卡训练。","围绕“团队管理与项目沟通”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“团队管理与项目沟通”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“团队管理与项目沟通”匹配最实用的语法重点与表达结构。","20","C1|团队管理与项目沟通","Team Management and Project Communication"
"scene:c1-02:stage:concept-frame","scene:c1-02","stage","C1","高级（学术 / 专业交流）","c1-02","团队管理与项目沟通","concept-frame","第 1 关 · 概念框架","1","true","团队管理与项目沟通","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“团队管理与项目沟通”定义问题、说明边界，并建立讨论框架。","围绕“团队管理与项目沟通”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“团队管理与项目沟通”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|团队管理与项目沟通|concept-frame","Team Management and Project Communication"
"scene:c1-02:stage:argument-development","scene:c1-02","stage","C1","高级（学术 / 专业交流）","c1-02","团队管理与项目沟通","argument-development","第 2 关 · 展开论证","2","true","团队管理与项目沟通","把观点发展成论点链，而不是只给单一句子答案。","能针对“团队管理与项目沟通”给出清晰论点、支撑理由和反面考虑。","围绕“团队管理与项目沟通”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“团队管理与项目沟通”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|团队管理与项目沟通|argument-development","Team Management and Project Communication"
"scene:c1-02:stage:counter-response","scene:c1-02","stage","C1","高级（学术 / 专业交流）","c1-02","团队管理与项目沟通","counter-response","第 3 关 · 回应挑战","3","true","团队管理与项目沟通","面对质疑时能修正、反驳或重构自己的表达。","能在“团队管理与项目沟通”中回应质疑、整合不同观点，并保持表达精确。","围绕“团队管理与项目沟通”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“团队管理与项目沟通”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|团队管理与项目沟通|counter-response","Team Management and Project Communication"
"scene:c1-02:stage:professional-delivery","scene:c1-02","stage","C1","高级（学术 / 专业交流）","c1-02","团队管理与项目沟通","professional-delivery","第 4 关 · 专业输出","4","true","团队管理与项目沟通","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“团队管理与项目沟通”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“团队管理与项目沟通”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“团队管理与项目沟通”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|团队管理与项目沟通|professional-delivery","Team Management and Project Communication"
"scene:c1-03","band:C1","scene","C1","高级（学术 / 专业交流）","c1-03","国际政治与社会议题","","","3","true","国际政治与社会议题","高级（学术 / 专业交流） 场景：国际政治与社会议题","围绕“国际政治与社会议题”完成从输入、搭建、互动到输出的关卡训练。","围绕“国际政治与社会议题”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“国际政治与社会议题”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“国际政治与社会议题”匹配最实用的语法重点与表达结构。","20","C1|国际政治与社会议题","International Politics and Social Issues"
"scene:c1-03:stage:concept-frame","scene:c1-03","stage","C1","高级（学术 / 专业交流）","c1-03","国际政治与社会议题","concept-frame","第 1 关 · 概念框架","1","true","国际政治与社会议题","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“国际政治与社会议题”定义问题、说明边界，并建立讨论框架。","围绕“国际政治与社会议题”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“国际政治与社会议题”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|国际政治与社会议题|concept-frame","International Politics and Social Issues"
"scene:c1-03:stage:argument-development","scene:c1-03","stage","C1","高级（学术 / 专业交流）","c1-03","国际政治与社会议题","argument-development","第 2 关 · 展开论证","2","true","国际政治与社会议题","把观点发展成论点链，而不是只给单一句子答案。","能针对“国际政治与社会议题”给出清晰论点、支撑理由和反面考虑。","围绕“国际政治与社会议题”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“国际政治与社会议题”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|国际政治与社会议题|argument-development","International Politics and Social Issues"
"scene:c1-03:stage:counter-response","scene:c1-03","stage","C1","高级（学术 / 专业交流）","c1-03","国际政治与社会议题","counter-response","第 3 关 · 回应挑战","3","true","国际政治与社会议题","面对质疑时能修正、反驳或重构自己的表达。","能在“国际政治与社会议题”中回应质疑、整合不同观点，并保持表达精确。","围绕“国际政治与社会议题”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“国际政治与社会议题”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|国际政治与社会议题|counter-response","International Politics and Social Issues"
"scene:c1-03:stage:professional-delivery","scene:c1-03","stage","C1","高级（学术 / 专业交流）","c1-03","国际政治与社会议题","professional-delivery","第 4 关 · 专业输出","4","true","国际政治与社会议题","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“国际政治与社会议题”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“国际政治与社会议题”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“国际政治与社会议题”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|国际政治与社会议题|professional-delivery","International Politics and Social Issues"
"scene:c1-04","band:C1","scene","C1","高级（学术 / 专业交流）","c1-04","伦理与道德话题","","","4","true","伦理与道德话题","高级（学术 / 专业交流） 场景：伦理与道德话题","围绕“伦理与道德话题”完成从输入、搭建、互动到输出的关卡训练。","围绕“伦理与道德话题”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“伦理与道德话题”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“伦理与道德话题”匹配最实用的语法重点与表达结构。","20","C1|伦理与道德话题","Ethics and Moral Questions"
"scene:c1-04:stage:concept-frame","scene:c1-04","stage","C1","高级（学术 / 专业交流）","c1-04","伦理与道德话题","concept-frame","第 1 关 · 概念框架","1","true","伦理与道德话题","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“伦理与道德话题”定义问题、说明边界，并建立讨论框架。","围绕“伦理与道德话题”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“伦理与道德话题”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|伦理与道德话题|concept-frame","Ethics and Moral Questions"
"scene:c1-04:stage:argument-development","scene:c1-04","stage","C1","高级（学术 / 专业交流）","c1-04","伦理与道德话题","argument-development","第 2 关 · 展开论证","2","true","伦理与道德话题","把观点发展成论点链，而不是只给单一句子答案。","能针对“伦理与道德话题”给出清晰论点、支撑理由和反面考虑。","围绕“伦理与道德话题”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“伦理与道德话题”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|伦理与道德话题|argument-development","Ethics and Moral Questions"
"scene:c1-04:stage:counter-response","scene:c1-04","stage","C1","高级（学术 / 专业交流）","c1-04","伦理与道德话题","counter-response","第 3 关 · 回应挑战","3","true","伦理与道德话题","面对质疑时能修正、反驳或重构自己的表达。","能在“伦理与道德话题”中回应质疑、整合不同观点，并保持表达精确。","围绕“伦理与道德话题”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“伦理与道德话题”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|伦理与道德话题|counter-response","Ethics and Moral Questions"
"scene:c1-04:stage:professional-delivery","scene:c1-04","stage","C1","高级（学术 / 专业交流）","c1-04","伦理与道德话题","professional-delivery","第 4 关 · 专业输出","4","true","伦理与道德话题","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“伦理与道德话题”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“伦理与道德话题”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“伦理与道德话题”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|伦理与道德话题|professional-delivery","Ethics and Moral Questions"
"scene:c1-05","band:C1","scene","C1","高级（学术 / 专业交流）","c1-05","经济趋势与商业分析","","","5","true","经济趋势与商业分析","高级（学术 / 专业交流） 场景：经济趋势与商业分析","围绕“经济趋势与商业分析”完成从输入、搭建、互动到输出的关卡训练。","围绕“经济趋势与商业分析”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“经济趋势与商业分析”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“经济趋势与商业分析”匹配最实用的语法重点与表达结构。","20","C1|经济趋势与商业分析","Economic Trends and Business Analysis"
"scene:c1-05:stage:concept-frame","scene:c1-05","stage","C1","高级（学术 / 专业交流）","c1-05","经济趋势与商业分析","concept-frame","第 1 关 · 概念框架","1","true","经济趋势与商业分析","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“经济趋势与商业分析”定义问题、说明边界，并建立讨论框架。","围绕“经济趋势与商业分析”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“经济趋势与商业分析”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|经济趋势与商业分析|concept-frame","Economic Trends and Business Analysis"
"scene:c1-05:stage:argument-development","scene:c1-05","stage","C1","高级（学术 / 专业交流）","c1-05","经济趋势与商业分析","argument-development","第 2 关 · 展开论证","2","true","经济趋势与商业分析","把观点发展成论点链，而不是只给单一句子答案。","能针对“经济趋势与商业分析”给出清晰论点、支撑理由和反面考虑。","围绕“经济趋势与商业分析”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“经济趋势与商业分析”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|经济趋势与商业分析|argument-development","Economic Trends and Business Analysis"
"scene:c1-05:stage:counter-response","scene:c1-05","stage","C1","高级（学术 / 专业交流）","c1-05","经济趋势与商业分析","counter-response","第 3 关 · 回应挑战","3","true","经济趋势与商业分析","面对质疑时能修正、反驳或重构自己的表达。","能在“经济趋势与商业分析”中回应质疑、整合不同观点，并保持表达精确。","围绕“经济趋势与商业分析”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“经济趋势与商业分析”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|经济趋势与商业分析|counter-response","Economic Trends and Business Analysis"
"scene:c1-05:stage:professional-delivery","scene:c1-05","stage","C1","高级（学术 / 专业交流）","c1-05","经济趋势与商业分析","professional-delivery","第 4 关 · 专业输出","4","true","经济趋势与商业分析","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“经济趋势与商业分析”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“经济趋势与商业分析”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“经济趋势与商业分析”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|经济趋势与商业分析|professional-delivery","Economic Trends and Business Analysis"
"scene:c1-06","band:C1","scene","C1","高级（学术 / 专业交流）","c1-06","跨文化冲突解决","","","6","true","跨文化冲突解决","高级（学术 / 专业交流） 场景：跨文化冲突解决","围绕“跨文化冲突解决”完成从输入、搭建、互动到输出的关卡训练。","围绕“跨文化冲突解决”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“跨文化冲突解决”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“跨文化冲突解决”匹配最实用的语法重点与表达结构。","20","C1|跨文化冲突解决","Resolving Cross-Cultural Conflicts"
"scene:c1-06:stage:concept-frame","scene:c1-06","stage","C1","高级（学术 / 专业交流）","c1-06","跨文化冲突解决","concept-frame","第 1 关 · 概念框架","1","true","跨文化冲突解决","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“跨文化冲突解决”定义问题、说明边界，并建立讨论框架。","围绕“跨文化冲突解决”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“跨文化冲突解决”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|跨文化冲突解决|concept-frame","Resolving Cross-Cultural Conflicts"
"scene:c1-06:stage:argument-development","scene:c1-06","stage","C1","高级（学术 / 专业交流）","c1-06","跨文化冲突解决","argument-development","第 2 关 · 展开论证","2","true","跨文化冲突解决","把观点发展成论点链，而不是只给单一句子答案。","能针对“跨文化冲突解决”给出清晰论点、支撑理由和反面考虑。","围绕“跨文化冲突解决”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“跨文化冲突解决”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|跨文化冲突解决|argument-development","Resolving Cross-Cultural Conflicts"
"scene:c1-06:stage:counter-response","scene:c1-06","stage","C1","高级（学术 / 专业交流）","c1-06","跨文化冲突解决","counter-response","第 3 关 · 回应挑战","3","true","跨文化冲突解决","面对质疑时能修正、反驳或重构自己的表达。","能在“跨文化冲突解决”中回应质疑、整合不同观点，并保持表达精确。","围绕“跨文化冲突解决”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“跨文化冲突解决”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|跨文化冲突解决|counter-response","Resolving Cross-Cultural Conflicts"
"scene:c1-06:stage:professional-delivery","scene:c1-06","stage","C1","高级（学术 / 专业交流）","c1-06","跨文化冲突解决","professional-delivery","第 4 关 · 专业输出","4","true","跨文化冲突解决","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“跨文化冲突解决”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“跨文化冲突解决”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“跨文化冲突解决”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|跨文化冲突解决|professional-delivery","Resolving Cross-Cultural Conflicts"
"scene:c1-07","band:C1","scene","C1","高级（学术 / 专业交流）","c1-07","正式演讲与辩论","","","7","true","正式演讲与辩论","高级（学术 / 专业交流） 场景：正式演讲与辩论","围绕“正式演讲与辩论”完成从输入、搭建、互动到输出的关卡训练。","围绕“正式演讲与辩论”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“正式演讲与辩论”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“正式演讲与辩论”匹配最实用的语法重点与表达结构。","20","C1|正式演讲与辩论","Formal Speeches and Debates"
"scene:c1-07:stage:concept-frame","scene:c1-07","stage","C1","高级（学术 / 专业交流）","c1-07","正式演讲与辩论","concept-frame","第 1 关 · 概念框架","1","true","正式演讲与辩论","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“正式演讲与辩论”定义问题、说明边界，并建立讨论框架。","围绕“正式演讲与辩论”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“正式演讲与辩论”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|正式演讲与辩论|concept-frame","Formal Speeches and Debates"
"scene:c1-07:stage:argument-development","scene:c1-07","stage","C1","高级（学术 / 专业交流）","c1-07","正式演讲与辩论","argument-development","第 2 关 · 展开论证","2","true","正式演讲与辩论","把观点发展成论点链，而不是只给单一句子答案。","能针对“正式演讲与辩论”给出清晰论点、支撑理由和反面考虑。","围绕“正式演讲与辩论”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“正式演讲与辩论”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|正式演讲与辩论|argument-development","Formal Speeches and Debates"
"scene:c1-07:stage:counter-response","scene:c1-07","stage","C1","高级（学术 / 专业交流）","c1-07","正式演讲与辩论","counter-response","第 3 关 · 回应挑战","3","true","正式演讲与辩论","面对质疑时能修正、反驳或重构自己的表达。","能在“正式演讲与辩论”中回应质疑、整合不同观点，并保持表达精确。","围绕“正式演讲与辩论”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“正式演讲与辩论”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|正式演讲与辩论|counter-response","Formal Speeches and Debates"
"scene:c1-07:stage:professional-delivery","scene:c1-07","stage","C1","高级（学术 / 专业交流）","c1-07","正式演讲与辩论","professional-delivery","第 4 关 · 专业输出","4","true","正式演讲与辩论","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“正式演讲与辩论”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“正式演讲与辩论”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“正式演讲与辩论”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|正式演讲与辩论|professional-delivery","Formal Speeches and Debates"
"scene:c1-08","band:C1","scene","C1","高级（学术 / 专业交流）","c1-08","专业领域交流（医学 / 法律 / IT / 教育）","","","8","true","专业领域交流（医学 / 法律 / IT / 教育）","高级（学术 / 专业交流） 场景：专业领域交流（医学 / 法律 / IT / 教育）","围绕“专业领域交流（医学 / 法律 / IT / 教育）”完成从输入、搭建、互动到输出的关卡训练。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“专业领域交流（医学 / 法律 / IT / 教育）”匹配最实用的语法重点与表达结构。","20","C1|专业领域交流-医学-法律-it-教育","Professional Communication"
"scene:c1-08:stage:concept-frame","scene:c1-08","stage","C1","高级（学术 / 专业交流）","c1-08","专业领域交流（医学 / 法律 / IT / 教育）","concept-frame","第 1 关 · 概念框架","1","true","专业领域交流（医学 / 法律 / IT / 教育）","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“专业领域交流（医学 / 法律 / IT / 教育）”定义问题、说明边界，并建立讨论框架。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“专业领域交流（医学 / 法律 / IT / 教育）”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|专业领域交流-医学-法律-it-教育|concept-frame","Professional Communication"
"scene:c1-08:stage:argument-development","scene:c1-08","stage","C1","高级（学术 / 专业交流）","c1-08","专业领域交流（医学 / 法律 / IT / 教育）","argument-development","第 2 关 · 展开论证","2","true","专业领域交流（医学 / 法律 / IT / 教育）","把观点发展成论点链，而不是只给单一句子答案。","能针对“专业领域交流（医学 / 法律 / IT / 教育）”给出清晰论点、支撑理由和反面考虑。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“专业领域交流（医学 / 法律 / IT / 教育）”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|专业领域交流-医学-法律-it-教育|argument-development","Professional Communication"
"scene:c1-08:stage:counter-response","scene:c1-08","stage","C1","高级（学术 / 专业交流）","c1-08","专业领域交流（医学 / 法律 / IT / 教育）","counter-response","第 3 关 · 回应挑战","3","true","专业领域交流（医学 / 法律 / IT / 教育）","面对质疑时能修正、反驳或重构自己的表达。","能在“专业领域交流（医学 / 法律 / IT / 教育）”中回应质疑、整合不同观点，并保持表达精确。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“专业领域交流（医学 / 法律 / IT / 教育）”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|专业领域交流-医学-法律-it-教育|counter-response","Professional Communication"
"scene:c1-08:stage:professional-delivery","scene:c1-08","stage","C1","高级（学术 / 专业交流）","c1-08","专业领域交流（医学 / 法律 / IT / 教育）","professional-delivery","第 4 关 · 专业输出","4","true","专业领域交流（医学 / 法律 / IT / 教育）","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“专业领域交流（医学 / 法律 / IT / 教育）”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“专业领域交流（医学 / 法律 / IT / 教育）”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“专业领域交流（医学 / 法律 / IT / 教育）”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|专业领域交流-医学-法律-it-教育|professional-delivery","Professional Communication"
"scene:c1-09","band:C1","scene","C1","高级（学术 / 专业交流）","c1-09","媒体批判与信息素养","","","9","true","媒体批判与信息素养","高级（学术 / 专业交流） 场景：媒体批判与信息素养","围绕“媒体批判与信息素养”完成从输入、搭建、互动到输出的关卡训练。","围绕“媒体批判与信息素养”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“媒体批判与信息素养”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“媒体批判与信息素养”匹配最实用的语法重点与表达结构。","20","C1|媒体批判与信息素养","Media Criticism and Information Literacy"
"scene:c1-09:stage:concept-frame","scene:c1-09","stage","C1","高级（学术 / 专业交流）","c1-09","媒体批判与信息素养","concept-frame","第 1 关 · 概念框架","1","true","媒体批判与信息素养","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“媒体批判与信息素养”定义问题、说明边界，并建立讨论框架。","围绕“媒体批判与信息素养”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“媒体批判与信息素养”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|媒体批判与信息素养|concept-frame","Media Criticism and Information Literacy"
"scene:c1-09:stage:argument-development","scene:c1-09","stage","C1","高级（学术 / 专业交流）","c1-09","媒体批判与信息素养","argument-development","第 2 关 · 展开论证","2","true","媒体批判与信息素养","把观点发展成论点链，而不是只给单一句子答案。","能针对“媒体批判与信息素养”给出清晰论点、支撑理由和反面考虑。","围绕“媒体批判与信息素养”设计 3 轮论证型互动，要求学习者展开论点和例证。","提取“媒体批判与信息素养”里用于论证、引用、限定和评价的表达。","聚焦高级连接词、让步结构、条件推演和抽象评价句。","5","C1|媒体批判与信息素养|argument-development","Media Criticism and Information Literacy"
"scene:c1-09:stage:counter-response","scene:c1-09","stage","C1","高级（学术 / 专业交流）","c1-09","媒体批判与信息素养","counter-response","第 3 关 · 回应挑战","3","true","媒体批判与信息素养","面对质疑时能修正、反驳或重构自己的表达。","能在“媒体批判与信息素养”中回应质疑、整合不同观点，并保持表达精确。","围绕“媒体批判与信息素养”设计 4 轮交锋式对话，加入反驳、追问和立场调整。","提取“媒体批判与信息素养”里用于反驳、部分同意、重述和澄清的表达。","聚焦倒装、强调结构、被动表达和高阶逻辑衔接。","5","C1|媒体批判与信息素养|counter-response","Media Criticism and Information Literacy"
"scene:c1-09:stage:professional-delivery","scene:c1-09","stage","C1","高级（学术 / 专业交流）","c1-09","媒体批判与信息素养","professional-delivery","第 4 关 · 专业输出","4","true","媒体批判与信息素养","最终形成可以在课堂、会议或正式交流中使用的完整表达。","能围绕“媒体批判与信息素养”完成一段专业级输出，兼顾清晰度、逻辑性和语域控制。","围绕“媒体批判与信息素养”设计 5 轮正式互动，要求学习者完成专业说明、回应和总结。","提取“媒体批判与信息素养”里高频但高级的学术或专业表达。","聚焦复杂长句、限定性表达、模糊限制语和正式输出语域。","6","C1|媒体批判与信息素养|professional-delivery","Media Criticism and Information Literacy"
"scene:c1-10","band:C1","scene","C1","高级（学术 / 专业交流）","c1-10","深度心理与情感沟通","","","10","true","深度心理与情感沟通","高级（学术 / 专业交流） 场景：深度心理与情感沟通","围绕“深度心理与情感沟通”完成从输入、搭建、互动到输出的关卡训练。","围绕“深度心理与情感沟通”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“深度心理与情感沟通”提炼高频词、功能短语、可替换句型和复用表达。","根据 C1 阶段特点，为“深度心理与情感沟通”匹配最实用的语法重点与表达结构。","20","C1|深度心理与情感沟通","Deep Psychological and Emotional Communication"
"scene:c1-10:stage:concept-frame","scene:c1-10","stage","C1","高级（学术 / 专业交流）","c1-10","深度心理与情感沟通","concept-frame","第 1 关 · 概念框架","1","true","深度心理与情感沟通","先建立概念、边界和讨论框架，避免只停留在结论表态。","能围绕“深度心理与情感沟通”定义问题、说明边界，并建立讨论框架。","围绕“深度心理与情感沟通”设计 2 轮框架型对话，突出概念界定和讨论入口。","提取“深度心理与情感沟通”里用于界定概念、限定范围和引出论证的表达。","聚焦名词化、定语从句、插入结构和抽象表达。","4","C1|深度心理与情感沟通|concept-frame","Deep Psychological and Emotional Communication"
