row_id,book_slug,book_title,topic,subtopic,word,phonetic,chinese,example,hint,sort_order
"3095","categorized-collection","按类型区分（4000词）","行为","改良","modulate","ˈmɒdjəleɪt","v. 调节；调整","Try using ""modulate"" in a sentence related to 行为 改良.","放到“行为里的“改良””这一类里记，先把 modulate 和“调节”稳定对应起来，再连同例句一起复用。","3095"
"3096","categorized-collection","按类型区分（4000词）","行为","改良","ornament","ˈɔːnəmənt","n. 装饰；装饰品 v. 装饰；美化","Try using ""ornament"" in a sentence related to 行为 改良.","放到“行为里的“改良””这一类里记，先把 ornament 和“装饰”稳定对应起来，再连同例句一起复用。","3096"
"3097","categorized-collection","按类型区分（4000词）","行为","改良","refine","rɪˈfaɪn","v. 精炼；改进","Try using ""refine"" in a sentence related to 行为 改良.","放到“行为里的“改良””这一类里记，先把 refine 和“精炼”稳定对应起来，再连同例句一起复用。","3097"
"3098","categorized-collection","按类型区分（4000词）","行为","改良","reinforce","ˌriːɪnˈfɔːs","v. 增强；增援；加强；加固","Try using ""reinforce"" in a sentence related to 行为 改良.","放到“行为里的“改良””这一类里记，先把 reinforce 和“增强”稳定对应起来，再连同例句一起复用。","3098"
"3099","categorized-collection","按类型区分（4000词）","行为","改良","renovate","ˈrenəveɪt","v. 整修；翻新","Try using ""renovate"" in a sentence related to 行为 改良.","放到“行为里的“改良””这一类里记，先把 renovate 和“整修”稳定对应起来，再连同例句一起复用。","3099"
"3100","categorized-collection","按类型区分（4000词）","行为","干涉","balk","bɔːk","v. 畏缩不前；犹豫；妨碍 n. 阻碍，妨碍","Try using ""balk"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 balk 和“畏缩不前”稳定对应起来，再连同例句一起复用。","3100"
"3101","categorized-collection","按类型区分（4000词）","行为","干涉","barricade","ˈbærɪkeɪd","n. 路障；栅栏；阻碍 v. 设路障；阻挡","Try using ""barricade"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 barricade 和“路障”稳定对应起来，再连同例句一起复用。","3101"
"3102","categorized-collection","按类型区分（4000词）","行为","干涉","barrier","ˈbæriə(r)","n. 屏障；障碍；栅栏","Try using ""barrier"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 barrier 和“屏障”稳定对应起来，再连同例句一起复用。","3102"
"3103","categorized-collection","按类型区分（4000词）","行为","干涉","block","blɒk","n. 块；街区；大楼；大厦；障碍物 v. 阻塞；阻碍","Try using ""block"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 block 和“块”稳定对应起来，再连同例句一起复用。","3103"
"3104","categorized-collection","按类型区分（4000词）","行为","干涉","clog","klɒɡ","n. 厚木底皮鞋；木屐 v. 堵塞；妨碍","Try using ""clog"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 clog 和“厚木底皮鞋”稳定对应起来，再连同例句一起复用。","3104"
"3105","categorized-collection","按类型区分（4000词）","行为","干涉","conciliatory","kənˈsɪliətəri","adj. 调和的；安抚的","Try using ""conciliatory"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 conciliatory 和“调和的”稳定对应起来，再连同例句一起复用。","3105"
"3106","categorized-collection","按类型区分（4000词）","行为","干涉","encumber","ɪnˈkʌmbə(r)","v. 妨碍；拖累","Try using ""encumber"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 encumber 和“妨碍”稳定对应起来，再连同例句一起复用。","3106"
"3107","categorized-collection","按类型区分（4000词）","行为","干涉","foil","fɔɪl","n. 箔；陪衬物 v. 阻止；挫败","Try using ""foil"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 foil 和“箔”稳定对应起来，再连同例句一起复用。","3107"
"3108","categorized-collection","按类型区分（4000词）","行为","干涉","forestall","fɔːˈstɔːl","v. 预先阻止；抢先一步","Try using ""forestall"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 forestall 和“预先阻止”稳定对应起来，再连同例句一起复用。","3108"
"3109","categorized-collection","按类型区分（4000词）","行为","干涉","hamper","ˈhæmpə(r)","v. 阻碍；妨碍 n. （带盖）篮子","Try using ""hamper"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 hamper 和“阻碍”稳定对应起来，再连同例句一起复用。","3109"
"3110","categorized-collection","按类型区分（4000词）","行为","干涉","handicap","ˈhændikæp","n. 残疾；障碍；阻碍；不利 v. 妨碍；使不利","Try using ""handicap"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 handicap 和“残疾”稳定对应起来，再连同例句一起复用。","3110"
"3111","categorized-collection","按类型区分（4000词）","行为","干涉","hinder","ˈhɪndə(r)","v. 阻碍；打扰","Try using ""hinder"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 hinder 和“阻碍”稳定对应起来，再连同例句一起复用。","3111"
"3112","categorized-collection","按类型区分（4000词）","行为","干涉","hurdle","ˈhɜːd(ə)l","n. 跨栏；障碍；难关 v. 越过障碍；克服","Try using ""hurdle"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 hurdle 和“跨栏”稳定对应起来，再连同例句一起复用。","3112"
"3113","categorized-collection","按类型区分（4000词）","行为","干涉","incapacitate","ˌɪnkəˈpæsɪteɪt","v. 使无能力；使不能","Try using ""incapacitate"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 incapacitate 和“使无能力”稳定对应起来，再连同例句一起复用。","3113"
"3114","categorized-collection","按类型区分（4000词）","行为","干涉","intercede","ˌɪntəˈsiːd","v. 说情；求情；调解","Try using ""intercede"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 intercede 和“说情”稳定对应起来，再连同例句一起复用。","3114"
"3115","categorized-collection","按类型区分（4000词）","行为","干涉","intercept","ˌɪntəˈsept","v. 拦截；截住","Try using ""intercept"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 intercept 和“拦截”稳定对应起来，再连同例句一起复用。","3115"
"3116","categorized-collection","按类型区分（4000词）","行为","干涉","interfere","ˌɪntəˈfɪə(r)","v. 干涉；干预；干扰","Try using ""interfere"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 interfere 和“干涉”稳定对应起来，再连同例句一起复用。","3116"
"3117","categorized-collection","按类型区分（4000词）","行为","干涉","intervene","ˌɪntəˈviːn","v. 干涉；介入；打岔；干扰","Try using ""intervene"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 intervene 和“干涉”稳定对应起来，再连同例句一起复用。","3117"
"3118","categorized-collection","按类型区分（4000词）","行为","干涉","meddle","ˈmed(ə)l","v. 干预；干涉","Try using ""meddle"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 meddle 和“干预”稳定对应起来，再连同例句一起复用。","3118"
"3119","categorized-collection","按类型区分（4000词）","行为","干涉","mediate","ˈmiːdieɪt","v. 调停；斡旋","Try using ""mediate"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 mediate 和“调停”稳定对应起来，再连同例句一起复用。","3119"
"3120","categorized-collection","按类型区分（4000词）","行为","干涉","obstacle","ˈɒbstək(ə)l","n. 障碍","Try using ""obstacle"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 obstacle 和“障碍”稳定对应起来，再连同例句一起复用。","3120"
"3121","categorized-collection","按类型区分（4000词）","行为","干涉","obstruct","əbˈstrʌkt","v. 阻碍；阻塞；阻挡","Try using ""obstruct"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 obstruct 和“阻碍”稳定对应起来，再连同例句一起复用。","3121"
"3122","categorized-collection","按类型区分（4000词）","行为","干涉","prevent","prɪˈvent","v. 防止；阻止；预防","Try using ""prevent"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 prevent 和“防止”稳定对应起来，再连同例句一起复用。","3122"
"3123","categorized-collection","按类型区分（4000词）","行为","干涉","snag","snæɡ","n. 小困难或障碍；划破处；钩丝处 v. 被钩住；划破；抢先获得","Try using ""snag"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 snag 和“小困难或障碍”稳定对应起来，再连同例句一起复用。","3123"
"3124","categorized-collection","按类型区分（4000词）","行为","干涉","stunt","stʌnt","v. 阻碍成长；表演特技 n. 特技表演；噱头；发育不良的动植物","Try using ""stunt"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 stunt 和“阻碍成长”稳定对应起来，再连同例句一起复用。","3124"
"3125","categorized-collection","按类型区分（4000词）","行为","干涉","tamper","ˈtæmpə(r)","v. 拨弄；玩弄；篡改；收买","Try using ""tamper"" in a sentence related to 行为 干涉.","放到“行为里的“干涉””这一类里记，先把 tamper 和“拨弄”稳定对应起来，再连同例句一起复用。","3125"
"3126","categorized-collection","按类型区分（4000词）","行为","跟踪","entrap","ɪnˈtræp","v. 以网或陷阱捕捉；俘获；诱获；诱捕","Try using ""entrap"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 entrap 和“以网或陷阱捕捉”稳定对应起来，再连同例句一起复用。","3126"
"3127","categorized-collection","按类型区分（4000词）","行为","跟踪","stalk","stɔːk","n. 茎；柄；梗 v. 跟踪；偷偷接近；昂首阔步地走","Try using ""stalk"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 stalk 和“茎”稳定对应起来，再连同例句一起复用。","3127"
"3128","categorized-collection","按类型区分（4000词）","行为","跟踪","trace","treɪs","n. 痕迹；轨迹；微量；追踪 v. 追踪；追溯；仔细查找；描摹","Try using ""trace"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 trace 和“痕迹”稳定对应起来，再连同例句一起复用。","3128"
"3129","categorized-collection","按类型区分（4000词）","行为","跟踪","vestige","ˈvestɪdʒ","n. 遗迹；残余；丝毫","Try using ""vestige"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 vestige 和“遗迹”稳定对应起来，再连同例句一起复用。","3129"
"3130","categorized-collection","按类型区分（4000词）","行为","跟踪","scout","skaʊt","v. 侦察；巡视；搜寻；物色 n. 侦察；侦察兵；物色人才的人；童子军","Try using ""scout"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 scout 和“侦察”稳定对应起来，再连同例句一起复用。","3130"
"3131","categorized-collection","按类型区分（4000词）","行为","跟踪","track","træk","n. 轨道；踪迹；小路；跑道 v. 追踪；跟踪","Try using ""track"" in a sentence related to 行为 跟踪.","放到“行为里的“跟踪””这一类里记，先把 track 和“轨道”稳定对应起来，再连同例句一起复用。","3131"
"3132","categorized-collection","按类型区分（4000词）","行为","固定","brace","breɪs","n. 支撑物；支架；牙箍 v. 支撑；绷紧；紧靠；准备好","Try using ""brace"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 brace 和“支撑物”稳定对应起来，再连同例句一起复用。","3132"
"3133","categorized-collection","按类型区分（4000词）","行为","固定","fixed","fɪkst","adj. 固定的；不能变的；不易改变的 v. 修理；固定；确定；“fix”的过去式和过去分词","Try using ""fixed"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 fixed 和“固定的”稳定对应起来，再连同例句一起复用。","3133"
"3134","categorized-collection","按类型区分（4000词）","行为","固定","fix","fɪks","v. 修理；固定；确定","Try using ""fix"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 fix 和“修理”稳定对应起来，再连同例句一起复用。","3134"
"3135","categorized-collection","按类型区分（4000词）","行为","固定","immobile","ɪˈməʊbaɪl","adj. 不能移动的；静止的","Try using ""immobile"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 immobile 和“不能移动的”稳定对应起来，再连同例句一起复用。","3135"
"3136","categorized-collection","按类型区分（4000词）","行为","固定","install","ɪnˈstɔːl","v. 安装；安置；（以正式仪式）使就职","Try using ""install"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 install 和“安装”稳定对应起来，再连同例句一起复用。","3136"
"3137","categorized-collection","按类型区分（4000词）","行为","固定","set","set","v. 设置；放置；使固定 n. 一组；一套；集合 adj. 固定的；位于…的；安排好的","Try using ""set"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 set 和“设置”稳定对应起来，再连同例句一起复用。","3137"
"3138","categorized-collection","按类型区分（4000词）","行为","固定","stationary","ˈsteɪʃənri","adj. 固定的；不动的","Try using ""stationary"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 stationary 和“固定的”稳定对应起来，再连同例句一起复用。","3138"
"3139","categorized-collection","按类型区分（4000词）","行为","固定","sustain","səˈsteɪn","v. 支撑；承受；维持","Try using ""sustain"" in a sentence related to 行为 固定.","放到“行为里的“固定””这一类里记，先把 sustain 和“支撑”稳定对应起来，再连同例句一起复用。","3139"
"3140","categorized-collection","按类型区分（4000词）","行为","观察","detect","dɪˈtekt","v. 察觉；查出；测出","Try using ""detect"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 detect 和“察觉”稳定对应起来，再连同例句一起复用。","3140"
"3141","categorized-collection","按类型区分（4000词）","行为","观察","detectable","dɪˈtektəb(ə)l","adj. 可发觉的；可检测的；可察觉的","Try using ""detectable"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 detectable 和“可发觉的”稳定对应起来，再连同例句一起复用。","3141"
"3142","categorized-collection","按类型区分（4000词）","行为","观察","discernible","dɪˈsɜːnəb(ə)l","adj. 可辨别的","Try using ""discernible"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 discernible 和“可辨别的”稳定对应起来，再连同例句一起复用。","3142"
"3143","categorized-collection","按类型区分（4000词）","行为","观察","identify","aɪˈdentɪfaɪ","v. 鉴定；识别；确认","Try using ""identify"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 identify 和“鉴定”稳定对应起来，再连同例句一起复用。","3143"
"3144","categorized-collection","按类型区分（4000词）","行为","观察","insight","ˈɪnsaɪt","n. 洞察力；见识","Try using ""insight"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 insight 和“洞察力”稳定对应起来，再连同例句一起复用。","3144"
"3145","categorized-collection","按类型区分（4000词）","行为","观察","investigate","ɪnˈvestɪɡeɪt","v. 调查；研究","Try using ""investigate"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 investigate 和“调查”稳定对应起来，再连同例句一起复用。","3145"
"3146","categorized-collection","按类型区分（4000词）","行为","观察","locate","ləʊˈkeɪt","v. 位于；查找…的地点；确定…的位置；使坐落于","Try using ""locate"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 locate 和“位于”稳定对应起来，再连同例句一起复用。","3146"
"3147","categorized-collection","按类型区分（4000词）","行为","观察","observation","ˌɒbzəˈveɪʃ(ə)n","n. 观察；观测；注意；监视；（观察后的）意见","Try using ""observation"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 observation 和“观察”稳定对应起来，再连同例句一起复用。","3147"
"3148","categorized-collection","按类型区分（4000词）","行为","观察","observe","əbˈzɜːv","v. 观察；注意到；遵守；评论；庆祝","Try using ""observe"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 observe 和“观察”稳定对应起来，再连同例句一起复用。","3148"
"3149","categorized-collection","按类型区分（4000词）","行为","观察","perceive","pəˈsiːv","v. 察觉；理解；发觉","Try using ""perceive"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 perceive 和“察觉”稳定对应起来，再连同例句一起复用。","3149"
"3150","categorized-collection","按类型区分（4000词）","行为","观察","perceptive","pəˈseptɪv","adj. 观察敏锐的；有洞察力的","Try using ""perceptive"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 perceptive 和“观察敏锐的”稳定对应起来，再连同例句一起复用。","3150"
"3151","categorized-collection","按类型区分（4000词）","行为","观察","perspective","pəˈspektɪv","n. 视角；观点；（对事物的）合理判断；透视；（远）景","Try using ""perspective"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 perspective 和“视角”稳定对应起来，再连同例句一起复用。","3151"
"3152","categorized-collection","按类型区分（4000词）","行为","观察","pierce","pɪəs","v. 刺穿；戳入","Try using ""pierce"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 pierce 和“刺穿”稳定对应起来，再连同例句一起复用。","3152"
"3153","categorized-collection","按类型区分（4000词）","行为","观察","scrutinize","ˈskruːtənaɪz","v. 详细检查；仔细察看","Try using ""scrutinize"" in a sentence related to 行为 观察.","放到“行为里的“观察””这一类里记，先把 scrutinize 和“详细检查”稳定对应起来，再连同例句一起复用。","3153"
"3154","categorized-collection","按类型区分（4000词）","行为","获得","attainment","əˈteɪnmənt","n. 达到；获得","Try using ""attainment"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 attainment 和“达到”稳定对应起来，再连同例句一起复用。","3154"
"3155","categorized-collection","按类型区分（4000词）","行为","获得","obtain","əbˈteɪn","v. 获得；得到","Try using ""obtain"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 obtain 和“获得”稳定对应起来，再连同例句一起复用。","3155"
"3156","categorized-collection","按类型区分（4000词）","行为","获得","gain","ɡeɪn","v. 获得；增加 n. 获得；增益","Try using ""gain"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 gain 和“获得”稳定对应起来，再连同例句一起复用。","3156"
"3157","categorized-collection","按类型区分（4000词）","行为","获得","redeem","rɪˈdiːm","v. 弥补；兑换；付清；赎回；履行","Try using ""redeem"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 redeem 和“弥补”稳定对应起来，再连同例句一起复用。","3157"
"3158","categorized-collection","按类型区分（4000词）","行为","获得","reclaim","rɪˈkleɪm","v. 要求归还；收回；开垦；感化","Try using ""reclaim"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 reclaim 和“要求归还”稳定对应起来，再连同例句一起复用。","3158"
"3159","categorized-collection","按类型区分（4000词）","行为","获得","resumption","rɪˈzʌmpʃ(ə)n","n. 恢复；重新开始；继续进行","Try using ""resumption"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 resumption 和“恢复”稳定对应起来，再连同例句一起复用。","3159"
"3160","categorized-collection","按类型区分（4000词）","行为","获得","procure","prəˈkjʊə(r)","v. 取得；获得；拉皮条","Try using ""procure"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 procure 和“取得”稳定对应起来，再连同例句一起复用。","3160"
"3161","categorized-collection","按类型区分（4000词）","行为","获得","acquire","əˈkwaɪə(r)","v. 获得；得到；学会","Try using ""acquire"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 acquire 和“获得”稳定对应起来，再连同例句一起复用。","3161"
"3162","categorized-collection","按类型区分（4000词）","行为","获得","accomplishment","əˈkʌmplɪʃmənt","n. 成就；完成","Try using ""accomplishment"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 accomplishment 和“成就”稳定对应起来，再连同例句一起复用。","3162"
"3163","categorized-collection","按类型区分（4000词）","行为","获得","repossess","ˌriːpəˈzes","vt. 收回；取复；重新获得","Try using ""repossess"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 repossess 和“vt. 收回”稳定对应起来，再连同例句一起复用。","3163"
"3164","categorized-collection","按类型区分（4000词）","行为","获得","secure","sɪˈkjʊə(r)","adj. 安全的；可靠的；稳定的 v. （使）安全；担保；（使）获得","Try using ""secure"" in a sentence related to 行为 获得.","放到“行为里的“获得””这一类里记，先把 secure 和“安全的”稳定对应起来，再连同例句一起复用。","3164"
"3165","categorized-collection","按类型区分（4000词）","行为","坚持","fortitude","ˈfɔːtɪtjuːd","n. 刚毅；坚忍","Try using ""fortitude"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 fortitude 和“刚毅”稳定对应起来，再连同例句一起复用。","3165"
"3166","categorized-collection","按类型区分（4000词）","行为","坚持","indomitable","ɪnˈdɒmɪtəb(ə)l","adj. 不屈不挠的；百折不挠的","Try using ""indomitable"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 indomitable 和“不屈不挠的”稳定对应起来，再连同例句一起复用。","3166"
"3167","categorized-collection","按类型区分（4000词）","行为","坚持","inflexible","ɪnˈfleksəb(ə)l","adj. 缺乏弹性的；不灵活的；僵硬的；死板的","Try using ""inflexible"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 inflexible 和“缺乏弹性的”稳定对应起来，再连同例句一起复用。","3167"
"3168","categorized-collection","按类型区分（4000词）","行为","坚持","insist","ɪnˈsɪst","v. 坚持；坚决要求","Try using ""insist"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 insist 和“坚持”稳定对应起来，再连同例句一起复用。","3168"
"3169","categorized-collection","按类型区分（4000词）","行为","坚持","irreconcilable","ɪˌrekənˈsaɪləb(ə)l","adj. 不能调和的；无法化解的；不兼容的","Try using ""irreconcilable"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 irreconcilable 和“不能调和的”稳定对应起来，再连同例句一起复用。","3169"
"3170","categorized-collection","按类型区分（4000词）","行为","坚持","debate","dɪˈbeɪt","n. 辩论；讨论 v. 辩论；讨论","Try using ""debate"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 debate 和“辩论”稳定对应起来，再连同例句一起复用。","3170"
"3171","categorized-collection","按类型区分（4000词）","行为","坚持","perseverance","ˌpɜːsəˈvɪərəns","n. 毅力；坚持不懈；不屈不挠","Try using ""perseverance"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 perseverance 和“毅力”稳定对应起来，再连同例句一起复用。","3171"
"3172","categorized-collection","按类型区分（4000词）","行为","坚持","persevere","ˌpɜːsəˈvɪə(r)","v. 坚持不懈；不屈不挠","Try using ""persevere"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 persevere 和“坚持不懈”稳定对应起来，再连同例句一起复用。","3172"
"3173","categorized-collection","按类型区分（4000词）","行为","坚持","persistent","pəˈsɪstənt","adj. 执着的；坚持的；持续的","Try using ""persistent"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 persistent 和“执着的”稳定对应起来，再连同例句一起复用。","3173"
"3174","categorized-collection","按类型区分（4000词）","行为","坚持","resist","rɪˈzɪst","v. 抵制；抵抗","Try using ""resist"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 resist 和“抵制”稳定对应起来，再连同例句一起复用。","3174"
"3175","categorized-collection","按类型区分（4000词）","行为","坚持","resolute","ˈrezəluːt","adj. 坚决的；毅然的；有决心的","Try using ""resolute"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 resolute 和“坚决的”稳定对应起来，再连同例句一起复用。","3175"
"3176","categorized-collection","按类型区分（4000词）","行为","坚持","steadfast","ˈstedfɑːst","adj. 坚定的；不动摇的","Try using ""steadfast"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 steadfast 和“坚定的”稳定对应起来，再连同例句一起复用。","3176"
"3177","categorized-collection","按类型区分（4000词）","行为","坚持","stoically","ˈstəʊɪkli","adv. 坚忍地；恬淡寡欲地","Try using ""stoically"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 stoically 和“坚忍地”稳定对应起来，再连同例句一起复用。","3177"
"3178","categorized-collection","按类型区分（4000词）","行为","坚持","sturdy","ˈstɜːdi","adj. 强健的；坚固的；坚决的","Try using ""sturdy"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 sturdy 和“强健的”稳定对应起来，再连同例句一起复用。","3178"
"3179","categorized-collection","按类型区分（4000词）","行为","坚持","tenacious","təˈneɪʃəs","adj. 紧握的；顽强的；坚决的；强的（记忆力）","Try using ""tenacious"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 tenacious 和“紧握的”稳定对应起来，再连同例句一起复用。","3179"
"3180","categorized-collection","按类型区分（4000词）","行为","坚持","unshaken","ʌnˈʃeɪkən","adj. 不动摇的；坚决的；泰然自若的","Try using ""unshaken"" in a sentence related to 行为 坚持.","放到“行为里的“坚持””这一类里记，先把 unshaken 和“不动摇的”稳定对应起来，再连同例句一起复用。","3180"
"3181","categorized-collection","按类型区分（4000词）","行为","揭示","bare","beə(r)","adj. 赤裸的；空的；光秃秃的；仅有的 v. 使露出","Try using ""bare"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 bare 和“赤裸的”稳定对应起来，再连同例句一起复用。","3181"
"3182","categorized-collection","按类型区分（4000词）","行为","揭示","betray","bɪˈtreɪ","v. 背叛；出卖；泄露；暴露","Try using ""betray"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 betray 和“背叛”稳定对应起来，再连同例句一起复用。","3182"
"3183","categorized-collection","按类型区分（4000词）","行为","揭示","denote","dɪˈnəʊt","v. 表示；代表","Try using ""denote"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 denote 和“表示”稳定对应起来，再连同例句一起复用。","3183"
"3184","categorized-collection","按类型区分（4000词）","行为","揭示","divulge","daɪˈvʌldʒ","v. 泄露；透露","Try using ""divulge"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 divulge 和“泄露”稳定对应起来，再连同例句一起复用。","3184"
"3185","categorized-collection","按类型区分（4000词）","行为","揭示","exhibit","ɪɡˈzɪbɪt","v. 展览；陈列；展示 n. 展品；展览","Try using ""exhibit"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 exhibit 和“展览”稳定对应起来，再连同例句一起复用。","3185"
"3186","categorized-collection","按类型区分（4000词）","行为","揭示","expose","ɪkˈspəʊz","v. 暴露；揭露；使遭受","Try using ""expose"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 expose 和“暴露”稳定对应起来，再连同例句一起复用。","3186"
"3187","categorized-collection","按类型区分（4000词）","行为","揭示","exposure","ɪkˈspəʊʒə(r)","n. 暴露；显露；揭露","Try using ""exposure"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 exposure 和“暴露”稳定对应起来，再连同例句一起复用。","3187"
"3188","categorized-collection","按类型区分（4000词）","行为","揭示","implicit","ɪmˈplɪsɪt","adj. 含蓄的；暗示的；无疑的；绝对的","Try using ""implicit"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 implicit 和“含蓄的”稳定对应起来，再连同例句一起复用。","3188"
"3189","categorized-collection","按类型区分（4000词）","行为","揭示","indicate","ˈɪndɪkeɪt","v. 指示；表明","Try using ""indicate"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 indicate 和“指示”稳定对应起来，再连同例句一起复用。","3189"
"3190","categorized-collection","按类型区分（4000词）","行为","揭示","leak","liːk","v. 渗；漏；泄露 n. 漏洞；泄露","Try using ""leak"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 leak 和“渗”稳定对应起来，再连同例句一起复用。","3190"
"3191","categorized-collection","按类型区分（4000词）","行为","揭示","profess","prəˈfes","v. 公开承认；宣布；声称","Try using ""profess"" in a sentence related to 行为 揭示.","放到“行为里的“揭示””这一类里记，先把 profess 和“公开承认”稳定对应起来，再连同例句一起复用。","3191"
